Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360607991,13800157749,12953800571,13099928532,12899074347,13350461533,13948892216,14744603774,14988971211,17078465982,13760374488,11401351420,9687951055,10128112401,12030023548,14307509839,17030896203,22311393928,27934030937,32816828373,39332770929,45324319955,51183443225,56795656325,
St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,13066633.83,13999964.81,14524963.49,13708298.88,14758296.24,15108295.36,16099959.54,15835088.4,15350000,16650000,18450000,20051648.11,27585488.22,30165373.24,32924215.75,33237164.06,32792479.98,36537036.39,46599999.18,54511110.15,60307406.34,74799998.68,85448146.64,94044442.78,103499998.2,112881479.5,127974071.8,142329627.1,164574071.2,177296293.2,198207403.9,212492588.8,233188884.8,238774069.9,243255551.3,266481476.8,281518513.5,293070365.2,317851809.2,331866660.8,396261363.4,430039288.7,461883436.3,481806287.8,521975101.9,550728656.9,610778285.5,684049037,695428851.9,674922481.5,681225963,676406963,693304481.5,709358185.2,
"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,8607600069,8923366628,9873397859,10663375514,9113580696,9602944668,10096574670,10472776744,11470909285,11927570677,12993115056,14471557938,15922867181,19445932860,29087099933,31413164179,36272315695,42337056975,46507640231,55750554789,67135122864,75498829319,76693647866,78586503426,55952339080,57935742247,58915108094,45343793676,58428404474,42142303739,47027508385,51734363024,58470358476,58107555298,56529904239,74888742184,68258588863,85837385779,91338542542,97974136437,1.17148E+11,1.2291E+11,92889586976,83622191419,1.12451E+11,1.45513E+11,1.83478E+11,2.30364E+11,3.156E+11,3.29419E+11,3.93802E+11,3.16482E+11,3.81286E+11,4.38284E+11,
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,24200000,25700000,36900000,41400000,53800000,66500000,84100000,115400000,173800000,211300000,219000000,257000000,307100000,351600000,395400000,399800000,440000000,461800000,512900000,606700032,727800000,821800000,832600000,916899968,985400000,990400000,1035600000,1147800064,1204600064,1343900032,1564700032,1671200000,1770899968,1996000000,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,14094688430,26336617862,36658108169,25423812494,6293304847,6471740486,9613369554,9866990096,13180954014,16286434094,20736163915,24657470332,26843701137,27209601996,28683658005,33640085728,35291349277,37947904054,42717072778,49424107710,57633255739,66371664817,77414425532,99130304099,1.06015E+11,1.15932E+11,1.35539E+11,1.5582E+11,1.7139E+11,
Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,119258829.7,113423181.6,98746409.44,98144643.71,110123776.8,135553759.4,123698508.8,118691400.8,130834146.2,148545377.9,144482170.5,158397406.3,188869985.2,196142588,188080372.4,219260343.3,233902114.7,245177629.3,255890215.7,262301249,267999225.3,272014693.1,257926881.7,262603781.8,314463144,364996869.1,394962552.3,437072933.9,526425740.4,607983815.3,610075806.7,700804286.2,792149700.7,781702874.1,828237181.1,
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2842261249,3281382697,3407783959,3760126840,4067692861,4271509596,4316456403,4007793546,3557451047,3959278955,4327268305,4834276371,4914728157,5508346521,6673500000,7268200000,8913100000,10465400000,11262141134,,
World,WLD,GDP (current US$),NY.GDP.MKTP.CD,1.36872E+12,1.42411E+12,1.52912E+12,1.64523E+12,1.80287E+12,1.964E+12,2.12995E+12,2.26614E+12,2.44424E+12,2.69157E+12,2.9542E+12,3.26256E+12,3.76179E+12,4.58295E+12,5.28606E+12,5.89206E+12,6.40932E+12,7.2478E+12,8.53362E+12,9.91411E+12,1.11609E+13,1.14485E+13,1.13463E+13,1.16002E+13,1.20384E+13,1.26565E+13,1.49783E+13,1.70391E+13,1.90758E+13,2.0019E+13,2.25193E+13,2.36414E+13,2.53087E+13,2.57426E+13,2.76892E+13,3.06428E+13,3.13012E+13,3.1213E+13,3.10895E+13,3.22409E+13,3.3284E+13,3.30867E+13,3.43346E+13,3.85601E+13,4.34119E+13,4.69646E+13,5.08801E+13,5.73279E+13,6.2858E+13,5.95393E+13,6.52168E+13,7.21396E+13,7.35142E+13,7.55929E+13,
Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,121218640.6,111860659.9,109200344.9,95573449.38,100949655.9,111716548.6,133016065.7,122888610.4,125766270.9,125597203.4,132303037.1,133122893.1,221098106.5,224865731.4,249907893.8,285475620.9,269485285,258831775.4,269019710.3,273088357.2,288075318.9,338836026.4,420318071.9,462644663.1,508505414.4,550967295.3,644145158.4,562357861.8,643059403,737053938.9,801803524.5,801916057.6,
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647251908,5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6839039030,6325219773,7641101221,9636342275,9854042165,10693278292,11777768087,13873500888,16753787028,19081726103,25633674564,30397203369,27838718233,31743751169,29207296703,31992801303,35954502304,
South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,7363240498,7742786646,8269859555,9175047814,10071641615,11002595323,11995195207,13382594792,14475993795,16315592920,17907392984,19764631601,20753098390,28445480946,35728950461,36947551401,35475199969,39400150196,45328400536,55936738624,80543504085,86830012451,80086547266,86013096914,85171208712,67066232230,79501624628,1.04022E+11,1.14631E+11,1.24908E+11,1.12014E+11,1.20225E+11,1.30513E+11,1.30406E+11,1.35778E+11,1.51113E+11,1.43732E+11,1.48814E+11,1.34296E+11,1.33184E+11,1.32878E+11,1.18479E+11,1.11101E+11,1.68219E+11,2.19093E+11,2.47052E+11,2.61007E+11,2.86172E+11,2.73142E+11,2.84183E+11,3.65208E+11,4.03894E+11,3.82338E+11,3.5063E+11,
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404132,3086746936,3779841410,6213185774,2881545277,4043901724,4532660145,3384063360,3909780525,5032434971,4877684933,5594770352,6173712809,7870239464,9596960174,10237343153,9648583220,12344424776,15372607995,15068422242,14394927493,12537821040,13651667371,11006712649,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9087965282,8206227134,10707792340,5820382248,5643439376,5771454940,6090840548,6215591270,4711259427,19088046306,7438044091,8728038480,8937556125,10297481446,11964484458,14296505933,16364027647,19206015305,18262675199,21561941369,25835398967,29306222816,32690896873,
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,698739720.8,682359727.3,679279728.6,704339718.5,822639671.3,1061199576,1238999505,1340639464,1573739371,1926399230,1788779285,1653259341,1872416680,2434255237,2910981262,2442672141,2742859263,2515296940,2811032473,3353445378,3884530854,4008126497,3871117093,3321048451,2719518933,2252454500,1664413508,2265250972,3728878149,3994673161,3288381797,3376791492,3182810895,3273507754,3656808233,3806982679,3597220962,4303290117,3537741625,3404284653,3600631919,4094441301,4193850445,4901869716,6221109716,8331863990,12756957884,14056878376,17911046609,15328314220,20265396326,23731894786,24939543374,26820870559,
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1052990400,1096646600,1117601600,1159511700,1217138000,1311435800,1281749500,1397002000,1479599900,1747998800,1884206300,2178716300,2677729400,3309353600,3982161400,4371300700,4318372000,4364382100,4351600500,5177459400,6678868200,8011373800,8539700700,7764067000,6352125900,5637259300,6217523700,6741215100,7814784100,8286322700,8783816700,8641481700,6751472200,6563813300,6890675000,7111270700,8553146600,8529571600,6401968200,6858013100,6689957600,6777384700,6342116400,5727591800,5805598400,5755215200,5443896500,5291950100,4415702800,8157077400,9456808200,10956226600,12472416700,13490000000,
